id,user_id,course_id,created_at,content_type,user_rating,state
248237,406475,11,2020-01-01 06:57:54 UTC,Code Problem,5,resolved
248238,145082,2,2020-01-01 07:13:00 UTC,No_submission Problem,5,resolved
248239,426478,1,2020-01-01 07:13:31 UTC,Code Problem,5,resolved
248240,375931,23,2020-01-01 07:14:23 UTC,VideoOffering,5,resolved
248241,417024,10,2020-01-01 07:15:35 UTC,Code Problem,5,resolved
248242,303664,13,2020-01-01 07:19:18 UTC,Fill_up Problem,5,resolved
248243,303664,13,2020-01-01 07:19:33 UTC,Fill_up Problem,5,resolved
248244,474731,11,2020-01-01 07:20:05 UTC,Code Problem,5,resolved
248245,426478,1,2020-01-01 07:25:27 UTC,Code Problem,5,resolved
248246,370566,23,2020-01-01 07:26:10 UTC,Code Problem,4,resolved
248247,326345,1,2020-01-01 07:29:12 UTC,Code Problem,5,resolved
248248,107933,10,2020-01-01 07:29:23 UTC,Code Problem,5,resolved
248249,422398,10,2020-01-01 07:32:41 UTC,Code Problem,5,resolved
248250,361934,10,2020-01-01 07:35:09 UTC,Code Problem,5,resolved
248251,368339,10,2020-01-01 07:38:10 UTC,Code Problem,5,resolved
248252,142512,12,2020-01-01 07:38:11 UTC,Frontend Problem,5,resolved
248253,348972,4,2020-01-01 07:38:48 UTC,Code Problem,5,resolved
248254,345009,2,2020-01-01 07:39:08 UTC,Code Problem,4,resolved
248255,342310,1,2020-01-01 07:47:50 UTC,Code Problem,5,resolved
248256,232372,13,2020-01-01 07:48:07 UTC,Datascience Problem,5,resolved
248257,345491,1,2020-01-01 07:51:14 UTC,Code Problem,5,resolved
248258,77245,1,2020-01-01 07:51:44 UTC,Single_choice Problem,5,resolved
248259,28082,1,2020-01-01 07:52:29 UTC,Code Problem,5,resolved
248260,386097,13,2020-01-01 07:53:29 UTC,Code Problem,5,resolved
248261,40476,1,2020-01-01 07:54:22 UTC,Code Problem,5,resolved
248262,29209,11,2020-01-01 07:55:43 UTC,Code Problem,4,resolved
248263,396596,11,2020-01-01 07:56:34 UTC,Code Problem,5,resolved
248264,417024,10,2020-01-01 08:01:43 UTC,Code Problem,5,resolved
248265,361363,1,2020-01-01 08:01:51 UTC,Code Problem,5,resolved
248266,29209,11,2020-01-01 08:02:16 UTC,Code Problem,4,resolved
248267,34819,11,2020-01-01 08:03:41 UTC,Code Problem,5,resolved
248268,243814,1,2020-01-01 08:11:58 UTC,Code Problem,1,resolved
248269,77245,1,2020-01-01 08:12:24 UTC,Single_choice Problem,4,resolved
248270,9850,13,2020-01-01 08:14:47 UTC,Fill_up Problem,5,resolved
248271,500067,1,2020-01-01 08:16:22 UTC,No_submission Problem,4,resolved
248272,394946,11,2020-01-01 08:16:35 UTC,Code Problem,5,resolved
248273,439916,1,2020-01-01 08:17:42 UTC,Code Problem,2,resolved
248274,29209,11,2020-01-01 08:21:29 UTC,Code Problem,4,resolved
248275,431527,4,2020-01-01 08:25:38 UTC,VideoOffering,5,resolved
248276,404880,11,2020-01-01 08:26:42 UTC,Code Problem,5,resolved
248277,2716,11,2020-01-01 08:29:06 UTC,Code Problem,5,resolved
248278,359172,10,2020-01-01 08:29:25 UTC,Code Problem,1,resolved
248279,165301,11,2020-01-01 08:30:49 UTC,Code Problem,4,resolved
248280,13430,1,2020-01-01 08:31:33 UTC,Code Problem,5,resolved
248281,478824,1,2020-01-01 08:40:48 UTC,Single_choice Problem,5,resolved
248282,189134,11,2020-01-01 08:47:44 UTC,Code Problem,5,resolved
248283,398570,11,2020-01-01 08:49:28 UTC,Code Problem,5,resolved
248284,365176,23,2020-01-01 08:50:27 UTC,Single_choice Problem,5,resolved
248285,210580,1,2020-01-01 08:53:39 UTC,Code Problem,5,resolved
248286,348972,4,2020-01-01 08:55:38 UTC,Code Problem,2,resolved
248287,29209,11,2020-01-01 08:57:42 UTC,Code Problem,4,resolved
248288,206930,12,2020-01-01 09:00:29 UTC,Frontend Problem,5,resolved
248289,40476,1,2020-01-01 09:03:34 UTC,Code Problem,5,resolved
248290,41592,13,2020-01-01 09:11:21 UTC,Datascience Problem,1,resolved
248291,251298,13,2020-01-01 09:14:01 UTC,Datascience Problem,5,resolved
248292,265212,11,2020-01-01 09:18:45 UTC,Code Problem,5,resolved
248293,288551,10,2020-01-01 09:20:20 UTC,VideoOffering,5,resolved
248294,484997,1,2020-01-01 09:20:47 UTC,VideoOffering,5,resolved
248295,96992,10,2020-01-01 09:21:50 UTC,Code Problem,5,resolved
248296,370012,1,2020-01-01 09:22:33 UTC,Code Problem,5,resolved
248297,215737,10,2020-01-01 09:23:32 UTC,Code Problem,1,resolved
248298,40476,1,2020-01-01 09:24:57 UTC,Code Problem,5,resolved
248299,317973,1,2020-01-01 09:26:40 UTC,Code Problem,5,resolved
248300,71668,11,2020-01-01 09:30:38 UTC,Code Problem,5,resolved
248301,482979,10,2020-01-01 09:32:11 UTC,Single_choice Problem,5,resolved
248302,421498,11,2020-01-01 09:34:04 UTC,VideoOffering,2,resolved
248303,345374,1,2020-01-01 09:35:48 UTC,Single_choice Problem,5,resolved
248304,234564,1,2020-01-01 09:37:58 UTC,Code Problem,5,resolved
248305,129846,1,2020-01-01 09:43:14 UTC,Code Problem,1,resolved
248306,107248,10,2020-01-01 09:45:50 UTC,Code Problem,5,resolved
248307,468942,4,2020-01-01 09:49:11 UTC,Code Problem,5,resolved
248308,468942,4,2020-01-01 09:49:55 UTC,Code Problem,5,resolved
248309,455963,10,2020-01-01 09:52:49 UTC,VideoOffering,5,resolved
248310,333983,10,2020-01-01 09:55:46 UTC,Code Problem,4,resolved
248311,236402,2,2020-01-01 10:01:25 UTC,Code Problem,5,resolved
248312,77193,1,2020-01-01 10:04:00 UTC,VideoOffering,5,resolved
248313,310115,1,2020-01-01 10:04:09 UTC,Code Problem,1,resolved
248314,442826,10,2020-01-01 10:06:38 UTC,Code Problem,5,resolved
248315,174005,1,2020-01-01 10:06:57 UTC,Code Problem,4,resolved
248316,327307,1,2020-01-01 10:07:05 UTC,Code Problem,1,resolved
248317,19459,13,2020-01-01 10:07:45 UTC,Single_choice Problem,5,resolved
248318,456220,1,2020-01-01 10:09:02 UTC,Code Problem,5,resolved
248319,129846,1,2020-01-01 10:09:47 UTC,Code Problem,1,resolved
248320,59249,13,2020-01-01 10:10:01 UTC,Fill_up Problem,5,resolved
248321,59249,13,2020-01-01 10:10:34 UTC,Fill_up Problem,5,resolved
248322,457189,10,2020-01-01 10:11:16 UTC,Code Problem,5,resolved
248323,107248,10,2020-01-01 10:12:42 UTC,Code Problem,5,resolved
248324,456862,11,2020-01-01 10:13:35 UTC,Code Problem,5,resolved
248325,337129,1,2020-01-01 10:16:07 UTC,Multiple Problem,4,resolved
248326,148241,1,2020-01-01 10:18:30 UTC,Code Problem,5,resolved
248327,367920,13,2020-01-01 10:19:43 UTC,Datascience Problem,5,resolved
248328,61606,1,2020-01-01 10:23:13 UTC,Code Problem,5,resolved
248329,368339,10,2020-01-01 10:24:25 UTC,Code Problem,5,resolved
248330,278850,1,2020-01-01 10:24:29 UTC,VideoOffering,4,resolved
248331,49827,1,2020-01-01 10:26:58 UTC,Code Problem,5,resolved
248332,484997,1,2020-01-01 10:27:28 UTC,Code Problem,5,resolved
248333,339366,1,2020-01-01 10:31:14 UTC,Single_choice Problem,4,resolved
248334,285104,10,2020-01-01 10:32:00 UTC,Code Problem,5,resolved
248335,442826,10,2020-01-01 10:35:02 UTC,Code Problem,5,resolved
248336,32802,2,2020-01-01 10:38:45 UTC,Code Problem,5,resolved
248337,89268,6,2020-01-01 10:42:12 UTC,Single_choice Problem,5,resolved
248338,472677,11,2020-01-01 10:45:43 UTC,Code Problem,5,resolved
248339,251298,13,2020-01-01 10:50:53 UTC,Datascience Problem,5,resolved
248340,19459,13,2020-01-01 10:51:20 UTC,Fill_up Problem,5,resolved
248341,34161,23,2020-01-01 10:53:27 UTC,Code Problem,5,resolved
248342,45116,13,2020-01-01 10:54:58 UTC,Machine_learning Problem,5,resolved
248343,25964,10,2020-01-01 10:55:04 UTC,Code Problem,5,resolved
248344,294653,1,2020-01-01 10:56:28 UTC,Code Problem,5,resolved
248345,367920,13,2020-01-01 10:56:36 UTC,Datascience Problem,5,resolved
248346,316104,11,2020-01-01 10:57:11 UTC,Code Problem,5,resolved
248347,64850,6,2020-01-01 10:59:40 UTC,ProjectsOffering,5,resolved
248348,361065,2,2020-01-01 11:02:58 UTC,Code Problem,5,resolved
248349,279966,1,2020-01-01 11:05:35 UTC,Code Problem,5,resolved
248350,303664,13,2020-01-01 11:06:17 UTC,Fill_up Problem,5,resolved
248351,491047,1,2020-01-01 11:07:57 UTC,Fill_up Problem,5,resolved
248352,451773,1,2020-01-01 11:08:45 UTC,Code Problem,2,resolved
248353,176053,10,2020-01-01 11:09:27 UTC,Code Problem,1,resolved
248354,258261,11,2020-01-01 11:10:25 UTC,VideoOffering,4,resolved
248355,405725,11,2020-01-01 11:11:08 UTC,Code Problem,5,resolved
248356,102381,10,2020-01-01 11:12:35 UTC,Code Problem,5,resolved
248357,345569,10,2020-01-01 11:14:18 UTC,Code Problem,4,resolved
248358,71668,11,2020-01-01 11:15:10 UTC,Code Problem,5,resolved
248359,394946,11,2020-01-01 11:15:41 UTC,Code Problem,5,resolved
248360,398570,11,2020-01-01 11:16:11 UTC,Code Problem,4,resolved
248361,305214,1,2020-01-01 11:16:20 UTC,Code Problem,5,resolved
248362,154972,10,2020-01-01 11:16:37 UTC,Fill_up Problem,5,resolved
248363,314812,1,2020-01-01 11:17:34 UTC,Code Problem,5,resolved
248364,310411,6,2020-01-01 11:18:29 UTC,VideoOffering,5,resolved
248365,71668,11,2020-01-01 11:27:33 UTC,Code Problem,5,resolved
248366,348972,4,2020-01-01 11:28:10 UTC,Code Problem,5,resolved
248367,342611,13,2020-01-01 11:29:29 UTC,Datascience Problem,5,resolved
248368,95013,12,2020-01-01 11:29:37 UTC,Multiple Problem,4,resolved
248369,207738,12,2020-01-01 11:37:30 UTC,VideoOffering,5,resolved
248370,503766,1,2020-01-01 11:41:05 UTC,Code Problem,2,resolved
248371,95013,12,2020-01-01 11:41:34 UTC,Multiple Problem,4,resolved
248372,40476,1,2020-01-01 11:41:53 UTC,Code Problem,3,resolved
248373,172741,13,2020-01-01 11:42:43 UTC,Datascience Problem,5,resolved
248374,464708,1,2020-01-01 11:44:33 UTC,Single_choice Problem,5,resolved
248375,279140,1,2020-01-01 11:48:15 UTC,Code Problem,5,resolved
248376,421498,11,2020-01-01 11:50:44 UTC,VideoOffering,5,resolved
248377,398570,11,2020-01-01 11:53:01 UTC,Code Problem,3,resolved
248378,247927,13,2020-01-01 11:54:37 UTC,ProjectsOffering,5,resolved
248379,463840,1,2020-01-01 11:56:17 UTC,VideoOffering,4,resolved
248380,451957,2,2020-01-01 11:56:23 UTC,Code Problem,5,resolved
248381,293152,1,2020-01-01 11:57:31 UTC,Code Problem,5,resolved
248382,110163,10,2020-01-01 11:59:19 UTC,Code Problem,5,resolved
248383,183757,1,2020-01-01 11:59:37 UTC,Code Problem,5,resolved
248384,491047,1,2020-01-01 12:00:15 UTC,Single_choice Problem,5,resolved
248385,332079,10,2020-01-01 12:01:16 UTC,Code Problem,5,resolved
248386,348972,4,2020-01-01 12:04:19 UTC,Code Problem,5,resolved
248387,62993,13,2020-01-01 12:07:30 UTC,Datascience Problem,5,resolved
248388,463840,1,2020-01-01 12:13:33 UTC,No_submission Problem,4,resolved
248389,407268,10,2020-01-01 12:14:08 UTC,Code Problem,5,resolved
248390,97242,10,2020-01-01 12:14:42 UTC,VideoOffering,5,resolved
248391,97242,10,2020-01-01 12:15:14 UTC,Code Problem,5,resolved
248392,359632,10,2020-01-01 12:17:00 UTC,Code Problem,5,resolved
248393,490865,1,2020-01-01 12:17:03 UTC,Multiple Problem,5,resolved
248394,326867,6,2020-01-01 12:21:03 UTC,Code Problem,5,resolved
248395,339067,12,2020-01-01 12:21:09 UTC,Single_choice Problem,5,resolved
248396,97242,10,2020-01-01 12:21:17 UTC,Code Problem,5,resolved
248397,439916,1,2020-01-01 12:23:45 UTC,Code Problem,4,resolved
248398,308677,2,2020-01-01 12:24:26 UTC,Code Problem,5,resolved
248399,320580,10,2020-01-01 12:25:07 UTC,Code Problem,4,resolved
248400,72512,4,2020-01-01 12:27:02 UTC,Single_choice Problem,4,resolved
248401,451957,2,2020-01-01 12:28:36 UTC,Code Problem,5,resolved
248402,487360,11,2020-01-01 12:31:23 UTC,Code Problem,5,resolved
248403,236402,2,2020-01-01 12:31:54 UTC,Code Problem,4,resolved
248404,401146,11,2020-01-01 12:32:49 UTC,Code Problem,4,resolved
248405,464945,21,2020-01-01 12:35:27 UTC,Single_choice Problem,4,resolved
248406,342696,10,2020-01-01 12:35:45 UTC,Code Problem,4,resolved
248407,464708,1,2020-01-01 12:35:47 UTC,Fill_up Problem,5,resolved
248408,308677,2,2020-01-01 12:37:02 UTC,Code Problem,5,resolved
248409,350467,6,2020-01-01 12:38:23 UTC,Code Problem,5,resolved
248410,97242,10,2020-01-01 12:39:22 UTC,Code Problem,5,resolved
248411,97294,1,2020-01-01 12:40:20 UTC,Code Problem,3,resolved
248412,407268,10,2020-01-01 12:41:30 UTC,Code Problem,5,resolved
248413,52793,6,2020-01-01 12:41:34 UTC,VideoOffering,5,resolved
248414,161647,1,2020-01-01 12:41:57 UTC,Code Problem,5,resolved
248415,97242,10,2020-01-01 12:42:37 UTC,Code Problem,5,resolved
248416,251355,10,2020-01-01 12:48:06 UTC,Code Problem,5,resolved
248417,439916,1,2020-01-01 12:48:48 UTC,Code Problem,5,resolved
248418,422674,10,2020-01-01 12:49:37 UTC,Code Problem,1,resolved
248419,42621,13,2020-01-01 12:50:45 UTC,Code Problem,5,resolved
248420,185883,6,2020-01-01 12:51:33 UTC,Machine_learning Problem,5,resolved
248421,251298,13,2020-01-01 12:56:27 UTC,Datascience Problem,5,resolved
248422,97242,10,2020-01-01 13:00:16 UTC,Code Problem,5,resolved
248423,458960,1,2020-01-01 13:00:53 UTC,Code Problem,4,resolved
248424,213589,13,2020-01-01 13:03:47 UTC,Datascience Problem,5,resolved
248425,421498,11,2020-01-01 13:04:24 UTC,Code Problem,5,resolved
248426,463840,1,2020-01-01 13:06:55 UTC,No_submission Problem,4,resolved
248427,422298,1,2020-01-01 13:07:35 UTC,Code Problem,5,resolved
248428,97242,10,2020-01-01 13:09:05 UTC,Code Problem,5,resolved
248429,97242,10,2020-01-01 13:09:29 UTC,Code Problem,5,resolved
248430,256046,11,2020-01-01 13:13:34 UTC,No_submission Problem,2,resolved
248431,401648,1,2020-01-01 13:15:35 UTC,Single_choice Problem,5,resolved
248432,346148,2,2020-01-01 13:16:11 UTC,Code Problem,5,resolved
248433,361934,10,2020-01-01 13:17:21 UTC,Code Problem,4,resolved
248434,176053,10,2020-01-01 13:20:14 UTC,Code Problem,5,resolved
248435,169403,10,2020-01-01 13:21:43 UTC,Code Problem,4,resolved
248436,380673,2,2020-01-01 13:22:02 UTC,Multiple Problem,5,resolved
248437,452643,13,2020-01-01 13:25:42 UTC,Datascience Problem,5,resolved
248438,490865,1,2020-01-01 13:26:16 UTC,VideoOffering,4,resolved
248439,184087,11,2020-01-01 13:27:43 UTC,Code Problem,5,resolved
248440,487374,1,2020-01-01 13:30:38 UTC,VideoOffering,5,resolved
248441,148298,2,2020-01-01 13:32:55 UTC,Single_choice Problem,5,resolved
248442,448081,11,2020-01-01 13:33:21 UTC,Code Problem,5,resolved
248443,451957,2,2020-01-01 13:35:25 UTC,Code Problem,5,resolved
248444,340883,1,2020-01-01 13:35:48 UTC,Code Problem,5,resolved
248445,319556,1,2020-01-01 13:38:56 UTC,Code Problem,4,resolved
248446,227899,10,2020-01-01 13:40:00 UTC,Code Problem,1,resolved
248447,110413,10,2020-01-01 13:41:33 UTC,Code Problem,5,resolved
248448,176053,10,2020-01-01 13:45:23 UTC,Code Problem,4,resolved
248449,483416,11,2020-01-01 13:45:36 UTC,No_submission Problem,4,resolved
248450,105769,1,2020-01-01 13:45:36 UTC,Code Problem,5,resolved
248451,448081,11,2020-01-01 13:45:49 UTC,Code Problem,5,resolved
248452,28324,2,2020-01-01 13:46:55 UTC,Code Problem,5,resolved
248453,403493,1,2020-01-01 13:47:11 UTC,Code Problem,4,resolved
248454,490865,1,2020-01-01 13:47:41 UTC,VideoOffering,5,resolved
248455,13430,1,2020-01-01 13:48:12 UTC,Code Problem,5,resolved
248456,463840,1,2020-01-01 13:50:50 UTC,VideoOffering,4,resolved
248457,393504,1,2020-01-01 13:51:11 UTC,Fill_up Problem,5,resolved
248458,395401,1,2020-01-01 13:51:54 UTC,Code Problem,3,resolved
248459,348972,4,2020-01-01 13:57:04 UTC,Code Problem,2,resolved
248460,332650,1,2020-01-01 13:58:04 UTC,VideoOffering,5,resolved
248461,409742,10,2020-01-01 14:00:47 UTC,Code Problem,5,resolved
248462,353712,1,2020-01-01 14:05:27 UTC,Code Problem,5,resolved
248463,129846,1,2020-01-01 14:07:28 UTC,Code Problem,1,resolved
248464,71668,11,2020-01-01 14:08:10 UTC,Code Problem,5,resolved
248465,438306,1,2020-01-01 14:08:23 UTC,Code Problem,5,resolved
248466,446867,2,2020-01-01 14:08:41 UTC,VideoOffering,4,resolved
248467,155426,1,2020-01-01 14:09:37 UTC,Fill_up Problem,5,resolved
248468,32500,2,2020-01-01 14:10:15 UTC,Code Problem,4,resolved
248469,280541,10,2020-01-01 14:10:32 UTC,Code Problem,5,resolved
248470,398570,11,2020-01-01 14:10:59 UTC,Code Problem,5,resolved
248471,461997,1,2020-01-01 14:11:49 UTC,Code Problem,4,resolved
248472,444615,10,2020-01-01 14:11:50 UTC,Code Problem,5,resolved
248473,337129,1,2020-01-01 14:13:09 UTC,Multiple Problem,4,resolved
248474,287093,1,2020-01-01 14:15:24 UTC,Code Problem,4,resolved
248475,129846,1,2020-01-01 14:17:28 UTC,Code Problem,1,resolved
248476,367611,1,2020-01-01 14:18:35 UTC,Code Problem,5,resolved
248477,486415,1,2020-01-01 14:20:11 UTC,No_submission Problem,5,resolved
248478,484997,1,2020-01-01 14:20:12 UTC,Code Problem,5,resolved
248479,490865,1,2020-01-01 14:20:14 UTC,Single_choice Problem,4,resolved
248480,342310,1,2020-01-01 14:21:22 UTC,Code Problem,5,resolved
248481,129846,1,2020-01-01 14:21:23 UTC,Code Problem,1,resolved
248482,364738,2,2020-01-01 14:22:14 UTC,Code Problem,5,resolved
248483,410635,10,2020-01-01 14:24:32 UTC,Code Problem,5,resolved
248484,312417,2,2020-01-01 14:25:14 UTC,Code Problem,5,resolved
248485,312417,2,2020-01-01 14:25:41 UTC,Code Problem,5,resolved
248486,326301,1,2020-01-01 14:26:11 UTC,Code Problem,3,resolved
248487,251298,13,2020-01-01 14:29:46 UTC,Datascience Problem,5,resolved
248488,326457,2,2020-01-01 14:32:20 UTC,Code Problem,5,resolved
248489,285104,10,2020-01-01 14:32:34 UTC,Code Problem,5,resolved
248490,192132,10,2020-01-01 14:32:51 UTC,VideoOffering,4,resolved
248491,389463,13,2020-01-01 14:33:31 UTC,Code Problem,5,resolved
248492,155426,1,2020-01-01 14:33:54 UTC,Single_choice Problem,5,resolved
248493,326301,1,2020-01-01 14:34:38 UTC,Code Problem,4,resolved
248494,155372,1,2020-01-01 14:35:34 UTC,Code Problem,5,resolved
248495,129846,1,2020-01-01 14:36:44 UTC,Code Problem,5,resolved
248496,403493,1,2020-01-01 14:37:47 UTC,Code Problem,5,resolved
248497,460197,1,2020-01-01 14:38:06 UTC,Code Problem,5,resolved
248498,129846,1,2020-01-01 14:38:45 UTC,Code Problem,5,resolved
248499,490865,1,2020-01-01 14:38:51 UTC,Single_choice Problem,4,resolved
248500,342310,1,2020-01-01 14:40:13 UTC,Code Problem,5,resolved
248501,343052,1,2020-01-01 14:45:18 UTC,Code Problem,5,resolved
248502,337129,1,2020-01-01 14:48:44 UTC,Multiple Problem,4,resolved
248503,205381,2,2020-01-01 14:49:23 UTC,Code Problem,5,resolved
248504,23251,10,2020-01-01 14:50:24 UTC,Code Problem,5,resolved
248505,409742,10,2020-01-01 14:53:27 UTC,Code Problem,1,resolved
248506,105769,1,2020-01-01 14:54:37 UTC,Code Problem,5,resolved
248507,401146,11,2020-01-01 14:55:08 UTC,Code Problem,4,resolved
248508,146354,10,2020-01-01 14:55:28 UTC,Code Problem,5,resolved
248509,361563,11,2020-01-01 14:56:27 UTC,Code Problem,5,resolved
248510,391103,1,2020-01-01 15:01:10 UTC,Single_choice Problem,5,resolved
248511,394791,11,2020-01-01 15:04:00 UTC,VideoOffering,4,resolved
248512,342310,1,2020-01-01 15:05:07 UTC,Code Problem,5,resolved
248513,326301,1,2020-01-01 15:06:06 UTC,Code Problem,4,resolved
248514,157191,2,2020-01-01 15:07:26 UTC,Code Problem,5,resolved
248515,379269,10,2020-01-01 15:08:36 UTC,Code Problem,5,resolved
248516,439916,1,2020-01-01 15:08:45 UTC,Code Problem,5,resolved
248517,312417,2,2020-01-01 15:11:24 UTC,Code Problem,5,resolved
248518,461877,4,2020-01-01 15:12:48 UTC,VideoOffering,5,resolved
248519,97944,4,2020-01-01 15:13:49 UTC,Code Problem,5,resolved
248520,320895,2,2020-01-01 15:14:54 UTC,Code Problem,5,resolved
248521,145082,2,2020-01-01 15:15:29 UTC,Code Problem,5,resolved
248522,343052,1,2020-01-01 15:16:23 UTC,Code Problem,5,resolved
248523,342509,2,2020-01-01 15:18:07 UTC,Code Problem,5,resolved
248524,335144,13,2020-01-01 15:19:11 UTC,Datascience Problem,5,resolved
248525,308377,1,2020-01-01 15:21:28 UTC,Code Problem,5,resolved
248526,71668,11,2020-01-01 15:26:07 UTC,Code Problem,5,resolved
248527,456220,1,2020-01-01 15:26:08 UTC,Code Problem,5,resolved
248528,488896,10,2020-01-01 15:27:38 UTC,Code Problem,5,resolved
248529,425265,10,2020-01-01 15:29:20 UTC,Code Problem,5,resolved
248530,272800,1,2020-01-01 15:31:51 UTC,Code Problem,5,resolved
248531,378269,11,2020-01-01 15:33:11 UTC,Code Problem,5,resolved
248532,272800,1,2020-01-01 15:33:17 UTC,Code Problem,4,resolved
248533,442826,10,2020-01-01 15:35:09 UTC,Code Problem,5,resolved
248534,272800,1,2020-01-01 15:35:10 UTC,Code Problem,4,resolved
248535,409742,10,2020-01-01 15:37:01 UTC,Code Problem,5,resolved
248537,458960,1,2020-01-01 15:40:12 UTC,Code Problem,3,resolved
248538,488896,10,2020-01-01 15:43:30 UTC,Code Problem,5,resolved
248539,231770,1,2020-01-01 15:43:41 UTC,Code Problem,4,resolved
248540,331381,1,2020-01-01 15:46:47 UTC,Code Problem,5,resolved
248541,404451,2,2020-01-01 15:46:52 UTC,Code Problem,5,resolved
248542,45116,13,2020-01-01 15:47:04 UTC,Machine_learning Problem,5,resolved
248543,176053,10,2020-01-01 15:48:27 UTC,Code Problem,1,resolved
248544,155372,1,2020-01-01 15:48:57 UTC,Code Problem,1,resolved
248545,418851,1,2020-01-01 15:52:17 UTC,Code Problem,5,resolved
248546,118093,2,2020-01-01 15:55:14 UTC,Code Problem,5,resolved
248547,71668,11,2020-01-01 15:56:15 UTC,Code Problem,5,resolved
248548,349227,10,2020-01-01 15:57:08 UTC,Code Problem,5,resolved
248549,308377,1,2020-01-01 15:57:30 UTC,Code Problem,5,resolved
248550,118093,2,2020-01-01 15:58:02 UTC,Code Problem,5,resolved
248551,118093,2,2020-01-01 15:58:15 UTC,Code Problem,5,resolved
248552,175079,10,2020-01-01 15:58:39 UTC,Code Problem,5,resolved
248553,70573,10,2020-01-01 15:59:26 UTC,VideoOffering,5,resolved
248554,118093,2,2020-01-01 16:00:25 UTC,Code Problem,5,resolved
248555,462794,1,2020-01-01 16:02:19 UTC,Code Problem,5,resolved
248556,485069,11,2020-01-01 16:02:44 UTC,No_submission Problem,4,resolved
248557,418851,1,2020-01-01 16:04:12 UTC,Code Problem,5,resolved
248558,452620,1,2020-01-01 16:09:22 UTC,VideoOffering,4,resolved
